stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,minorityInterest,otherOperatingExpenses,discontinuedOperations
GLUU,2020-03-31,-8273000.0,-8273000.0,-65000,36974000,116803000,107274000,-1321000,-65000.0,-9529000.0,-9529000,70300000,49410000.0,-8273000,-9594000.0,29531000.0,,,
GLUU,2019-12-31,10790000.0,10790000.0,510000,38278000,101958000,112879000,641000,-40000.0,10921000.0,10921000,74601000,36764000.0,10790000,11431000.0,25877000.0,,,
GLUU,2019-09-30,-5089000.0,-5089000.0,271000,36758000,112785000,107077000,-348000,-40000.0,-5708000.0,-5708000,70319000,52019000.0,-5089000,-5437000.0,22968000.0,,,
GLUU,2019-06-30,2507000.0,2507000.0,556000,32806000,93589000,95540000,0,-40000.0,1951000.0,1951000,62734000,39991000.0,2507000,2507000.0,19736000.0,,,
CHSCP,2020-02-29,125447000.0,125694000.0,11567000,6283171000,6481969000,6598226000,2130000,-33411000.0,116257000.0,116257000,315055000,198798000.0,125447000,127824000.0,,8578000.0,,
CHSCP,2019-11-30,177882000.0,178737000.0,28959000,7295942000,7465043000,7621485000,6664000,-34971000.0,156442000.0,156442000,325543000,169101000.0,177882000,185401000.0,,8655000.0,,
CHSCP,2019-08-31,136822000.0,177925000.0,75583000,8172176000,8385332000,8434684000,-52990000,-44115000.0,49352000.0,49352000,262508000,213156000.0,178990000,124935000.0,,7390000.0,,
CHSCP,2019-05-31,54620000.0,54713000.0,20406000,8274170000,8456768000,8497941000,6866000,-42773000.0,41173000.0,41173000,223771000,182598000.0,54620000,61579000.0,,8436000.0,,
KRYS,2020-03-31,-5341000.0,-5341000.0,605000,0,5946000,0,0,,-5946000.0,-5946000,0,2421000.0,-5341000,-5341000.0,3525000.0,,,
KRYS,2019-12-31,-5357000.0,-5357000.0,797000,0,6154000,0,0,,-6154000.0,-6154000,0,1805000.0,-5357000,-5357000.0,4349000.0,,,
KRYS,2019-09-30,-4272000.0,-4272000.0,1070000,0,5342000,0,0,,-5342000.0,-5342000,0,1457000.0,-4272000,-4272000.0,3885000.0,,,
KRYS,2019-06-30,-5348000.0,-5348000.0,542000,0,5890000,0,0,,-5890000.0,-5890000,0,1674000.0,-5348000,-5348000.0,4216000.0,,,
KO,2020-03-27,2775000000.0,2795000000.0,385000000,3371000000,5976000000,8601000000,215000000,-193000000.0,2625000000.0,2625000000,5230000000,2605000000.0,2775000000,3010000000.0,,1676000000.0,,
KO,2019-12-31,2042000000.0,2065000000.0,125000000,3566000000,6773000000,9068000000,355000000,-235000000.0,2295000000.0,2295000000,5502000000,3207000000.0,2042000000,2420000000.0,,2117000000.0,,
KO,2019-09-27,2593000000.0,2589000000.0,445000000,3767000000,6860000000,9507000000,503000000,-230000000.0,2647000000.0,2647000000,5740000000,3092000000.0,2593000000,3092000000.0,,1970000000.0,,
KO,2019-06-28,2607000000.0,2628000000.0,-49000000,3921000000,6899000000,9997000000,421000000,-236000000.0,3098000000.0,3098000000,6076000000,2970000000.0,2607000000,3049000000.0,,2114000000.0,,
NAN,2020-02-29,9369728.0,9369728.0,3464318,0,1362478,7267889,0,-1261077.0,5905411.0,5905411,7267889,1362478.0,9369728,9369728.0,,,,
NAN,2019-11-30,9369728.0,9369728.0,3464318,0,1362478,7267889,0,-1261077.0,5905411.0,5905411,7267889,1362478.0,9369728,9369728.0,,,,
NAN,2019-08-31,20366791.0,20366791.0,14252440,0,1390674,7505024,0,-1524665.0,6114350.0,6114350,7505024,1390674.0,20366791,20366791.0,,,,
NAN,2019-05-31,20366791.0,20366791.0,14252440,0,1390674,7505024,0,-1524665.0,6114350.0,6114350,7505024,1390674.0,20366791,20366791.0,,,,
SNSS,2020-03-31,-5775000.0,-5775000.0,23000,0,5918000,120000,0,-70000.0,-5798000.0,-5798000,120000,2228000.0,-5775000,-5775000.0,3690000.0,,,
SNSS,2019-12-31,-5287000.0,-5287000.0,67000,0,7427000,2073000,0,-71000.0,-5354000.0,-5354000,2073000,2480000.0,-5287000,-5287000.0,4947000.0,,,
SNSS,2019-09-30,-5942000.0,-5942000.0,269000,0,6041000,0,0,-71000.0,-6041000.0,-6041000,0,2507000.0,-5942000,-5942000.0,3534000.0,,,
SNSS,2019-06-30,-6241000.0,-6241000.0,-35000,0,6206000,0,0,-111000.0,-6206000.0,-6206000,0,2523000.0,-6241000,-6241000.0,3683000.0,,,
FISI,2020-03-31,762000.0,1127000.0,-666000,0,27056000,29171000,322000,,2115000.0,0,29171000,24703000.0,1127000,1449000.0,,,2325000.0,
FISI,2019-12-31,12742000.0,13107000.0,-302000,0,26466000,40187000,312000,,13721000.0,0,40187000,24205000.0,13107000,13419000.0,,,2233000.0,
FISI,2019-09-30,12468000.0,12833000.0,-316000,0,25570000,43000000,4281000,,17430000.0,0,43000000,23234000.0,12833000,17114000.0,,,2307000.0,
FISI,2019-06-30,11035000.0,11401000.0,-802000,0,24201000,39343000,2939000,,15142000.0,0,39343000,21441000.0,11401000,14340000.0,,,2617000.0,
WPG,2020-03-31,3375000.0,7560000.0,-14331000,57654000,131326000,152600000,-617000,-38635000.0,21274000.0,21274000,94946000,13968000.0,6883000,6943000.0,,106428000.0,,
WPG,2019-12-31,17100000.0,23868000.0,-7329000,60817000,137995000,170023000,831000,-38576000.0,32028000.0,32028000,109206000,15000000.0,20608000,24699000.0,,113491000.0,,
WPG,2019-09-30,-4421000.0,-1665000.0,-19272000,58236000,143717000,161204000,-120000,-38833000.0,17487000.0,17487000,102968000,14533000.0,-913000,-1785000.0,,118393000.0,,
WPG,2019-06-30,-17262000.0,-16880000.0,-34615000,56505000,143470000,161434000,229000,-39143000.0,17964000.0,17964000,104929000,15149000.0,-13754000,-16651000.0,,128055000.0,,
APOG,2020-02-29,11958000.0,11958000.0,13479000,274624000,336461000,337099000,2159000,-2640000.0,638000.0,638000,62475000,51237000.0,11958000,14117000.0,8600000.0,,,
APOG,2019-11-30,15234000.0,15234000.0,-1764000,263606000,316322000,337916000,4596000,-1764000.0,21594000.0,21594000,74310000,52716000.0,15234000,19830000.0,8600000.0,,,
APOG,2019-08-31,19279000.0,19279000.0,-2203000,270851000,329482000,357058000,6094000,-2203000.0,27576000.0,27576000,86207000,58631000.0,19279000,25373000.0,8600000.0,,,
APOG,2019-06-01,15443000.0,15443000.0,-2611000,274398000,332324000,355365000,4987000,-2611000.0,23041000.0,23041000,80967000,56026000.0,15443000,20430000.0,8600000.0,,,
WSR,2020-03-31,1612000.0,1647000.0,-6891000,10133000,22204000,30829000,87000,-6693000.0,8625000.0,8625000,20696000,5100000.0,1612000,1734000.0,,7446000.0,,
WSR,2019-12-31,15775000.0,16243000.0,8088000,9670000,21692000,29923000,76000,-6547000.0,8231000.0,8231000,20253000,5147000.0,15775000,16319000.0,,7781000.0,,
WSR,2019-09-30,1807000.0,1849000.0,-6565000,9528000,21914000,30430000,102000,-6679000.0,8516000.0,8516000,20902000,5597000.0,1807000,1951000.0,,7781000.0,,
WSR,2019-06-30,3327000.0,2703000.0,-6502000,9233000,20760000,30069000,104000,-6526000.0,9309000.0,9309000,20836000,4915000.0,3327000,2807000.0,,8080000.0,,
EFX,2020-03-31,112600000.0,114500000.0,16600000,414100000,824000000,957900000,36000000,-30700000.0,133900000.0,133900000,543800000,318000000.0,112600000,150500000.0,,43300000.0,,
EFX,2019-12-31,9200000.0,10800000.0,-114100000,382800000,767800000,905800000,13100000,-29400000.0,138000000.0,138000000,523000000,298100000.0,9200000,23900000.0,,44300000.0,,
EFX,2019-09-30,81100000.0,82500000.0,-23200000,374500000,756000000,875700000,14000000,-28000000.0,119700000.0,119700000,501200000,297400000.0,81100000,96500000.0,,43300000.0,,
EFX,2019-06-30,66800000.0,68300000.0,-40500000,376900000,750500000,880000000,20700000,-27600000.0,129500000.0,129500000,503100000,291100000.0,66800000,89000000.0,,44500000.0,,
PAYX,2020-02-29,354500000.0,354500000.0,-5900000,340300000,672600000,1142700000,109700000,-9300000.0,470100000.0,470100000,802400000,332300000.0,354500000,464200000.0,,,,
PAYX,2019-11-30,258700000.0,258700000.0,-4700000,323400000,649000000,990700000,78300000,-10100000.0,341700000.0,341700000,667300000,325600000.0,258700000,337000000.0,,,,
PAYX,2019-08-31,264200000.0,264200000.0,-4800000,325400000,642900000,992000000,80100000,-10300000.0,349100000.0,349100000,666600000,317500000.0,264200000,344300000.0,,,,
PAYX,2019-05-31,230400000.0,230400000.0,-5500000,322100000,664400000,980400000,80100000,-9200000.0,316000000.0,316000000,658300000,342300000.0,230400000,310500000.0,,,,
SC,2020-03-31,-3987000.0,-3987000.0,0,610574000,835585000,829140000,-2458000,,-6445000.0,0,218566000,136888000.0,-3987000,-6445000.0,,,88123000.0,
SC,2019-12-31,146062000.0,146062000.0,0,576032000,826942000,1049218000,76214000,,222276000.0,0,473186000,131421000.0,146062000,222276000.0,,,119489000.0,
SC,2019-09-30,232538000.0,232538000.0,0,519130000,785663000,1100357000,82156000,,314694000.0,0,581227000,135673000.0,232538000,314694000.0,,,130860000.0,
SC,2019-06-30,368267000.0,368267000.0,0,514141000,725091000,1205122000,111764000,,480031000.0,0,690981000,126126000.0,368267000,480031000.0,,,84824000.0,
GE,2020-03-31,6156000000.0,6411000000.0,5762000000,16941000000,19812000000,20524000000,63000000,-370000000.0,712000000.0,712000000,3583000000,2871000000.0,6199000000,6474000000.0,,1575000000.0,,-178000000.0
GE,2019-12-31,537000000.0,844000000.0,-1033000000,20341000000,23634000000,26238000000,727000000,-422000000.0,2604000000.0,2604000000,5897000000,3293000000.0,728000000,1571000000.0,,1545000000.0,,-123000000.0
GE,2019-09-30,-9465000000.0,-1290000000.0,-2233000000,19483000000,22376000000,23360000000,41000000,-791000000.0,984000000.0,984000000,3877000000,2893000000.0,-9423000000,-1249000000.0,,1219000000.0,,-8093000000.0
GE,2019-06-30,-49000000.0,-186000000.0,-1589000000,14764000000,17191000000,18330000000,-264000000,-314000000.0,1139000000.0,1139000000,3566000000,2427000000.0,127000000,-450000000.0,,20312000000.0,,289000000.0
GDOT,2020-03-31,46037000.0,46845000.0,0,0,303320000,362120000,11955000,,58800000.0,0,362120000,232225000.0,46845000,58800000.0,,,71095000.0,
GDOT,2019-12-31,1693000.0,1693000.0,1288000,0,250838000,249218000,-2025000,,-1620000.0,0,249218000,200028000.0,1693000,-332000.0,,,50810000.0,
GDOT,2019-09-30,-531000.0,-531000.0,0,0,242635000,240336000,-1768000,,-2299000.0,0,240336000,193625000.0,-531000,-2299000.0,,,49010000.0,
GDOT,2019-06-30,34692000.0,34692000.0,-1538000,0,234363000,278161000,9106000,,43798000.0,0,278161000,185141000.0,34692000,43798000.0,,,49222000.0,
CRTX,2020-03-31,-17176000.0,-17176000.0,682000,0,17858000,0,0,,-17858000.0,-17858000,0,3478000.0,-17176000,-17176000.0,14380000.0,,,
CRTX,2019-12-31,-12379000.0,-12379000.0,570000,0,12949000,0,0,,-12949000.0,-12949000,0,2922000.0,-12379000,-12379000.0,10027000.0,,,
CRTX,2019-09-30,-9858000.0,-9858000.0,711000,0,10569000,0,0,,-10569000.0,-10569000,0,2316000.0,-9858000,-9858000.0,8253000.0,,,
CRTX,2019-06-30,-9062000.0,-9062000.0,513000,0,9575000,0,0,,-9575000.0,-9575000,0,2466000.0,-9062000,-9062000.0,7109000.0,,,
ANY,2019-12-31,-1657000.0,-1657000.0,-259000,689000,2516000,1118000,0,-2000.0,-1398000.0,-1398000,429000,1448000.0,-1657000,-1657000.0,379000.0,,,
ANY,2019-09-30,885000.0,885000.0,2211000,883000,2694000,1368000,0,-50000.0,-1326000.0,-1326000,485000,1351000.0,885000,885000.0,460000.0,,,
ANY,2019-06-30,-1665000.0,-1665000.0,-142000,718000,2486000,963000,0,-156000.0,-1523000.0,-1523000,245000,1252000.0,-1665000,-1665000.0,516000.0,,,
ANY,2019-03-31,-1844000.0,-1844000.0,-137000,1435000,3837000,2130000,0,-145000.0,-1707000.0,-1707000,695000,1705000.0,-1844000,-1844000.0,697000.0,,,
ILMN,2020-03-29,173000000.0,173000000.0,-11000000,233000000,670000000,859000000,5000000,-11000000.0,189000000.0,189000000,626000000,274000000.0,173000000,178000000.0,156000000.0,,,
ILMN,2019-12-29,239000000.0,239000000.0,-42000000,284000000,641000000,952000000,30000000,-11000000.0,311000000.0,311000000,668000000,262000000.0,239000000,269000000.0,89000000.0,,,
ILMN,2019-09-29,234000000.0,234000000.0,-38000000,250000000,599000000,907000000,36000000,-11000000.0,308000000.0,308000000,657000000,189000000.0,234000000,270000000.0,151000000.0,,,
ILMN,2019-06-30,296000000.0,293000000.0,141000000,255000000,633000000,838000000,53000000,-15000000.0,205000000.0,205000000,583000000,202000000.0,296000000,346000000.0,166000000.0,,,
TGNA,2020-03-31,86308000.0,86198000.0,-73261000,369368000,503605000,684189000,21125000,-56960000.0,180584000.0,180584000,314821000,101121000.0,86308000,107323000.0,,14093000.0,,
TGNA,2019-12-31,83955000.0,83955000.0,-74014000,351383000,499296000,693955000,36690000,-60304000.0,194659000.0,194659000,342572000,114645000.0,83955000,120645000.0,,14093000.0,,
TGNA,2019-09-30,48346000.0,48346000.0,-72576000,306474000,425856000,551857000,5079000,-52454000.0,126001000.0,126001000,245383000,88983000.0,48346000,53425000.0,,14093000.0,,
TGNA,2019-06-30,79955000.0,79955000.0,-37646000,285293000,394452000,536932000,24879000,-46327000.0,142480000.0,142480000,251639000,85803000.0,79955000,104834000.0,,14093000.0,,
NVCR,2020-03-31,3952000.0,3952000.0,-2432000,24496000,105209000,101828000,-9765000,-2432000.0,-3381000.0,-3381000,77332000,55442000.0,3952000,-5813000.0,25271000.0,,,
NVCR,2019-12-31,4260000.0,4260000.0,-2072000,24459000,98754000,99234000,-5852000,-7709000.0,480000.0,480000,74775000,50554000.0,4260000,-1592000.0,23741000.0,,,
NVCR,2019-09-30,1930000.0,1930000.0,-5110000,22900000,88207000,92062000,-630000,-2555000.0,3855000.0,3855000,69162000,46541000.0,1930000,1300000.0,18766000.0,,,
NVCR,2019-06-30,-1270000.0,-1270000.0,-1239000,21106000,85517000,86713000,1227000,-1239000.0,1196000.0,1196000,65607000,44957000.0,-1270000,-43000.0,19454000.0,,,
EOLS,2020-03-31,-19735000.0,-19735000.0,7800000,4219000,37775000,10496000,256000,-2458000.0,-27279000.0,-27279000,6277000,31300000.0,-19735000,-19479000.0,507000.0,,,
EOLS,2019-12-31,-14508000.0,-14508000.0,1724000,3636000,35807000,19447000,-128000,-2468000.0,-16360000.0,-16360000,15811000,30285000.0,-14508000,-14636000.0,418000.0,,,
EOLS,2019-09-30,-26984000.0,-26984000.0,-3790000,3718000,36510000,13167000,-149000,-2455000.0,-23343000.0,-23343000,9449000,30897000.0,-26984000,-27133000.0,693000.0,,,
EOLS,2019-06-30,-37567000.0,-37567000.0,-3066000,660000,37039000,2311000,-227000,-2412000.0,-34728000.0,-34728000,1651000,34892000.0,-37567000,-37794000.0,509000.0,,,
AHCO,2020-03-31,-158162.0,265623.0,-10724243,162532735,179342446,191439034,1106722,-7938243.0,12096588.0,12096588,28906299,15567874.0,-158162,1372345.0,,-18791271.0,,
AHCO,2019-12-31,-3425801.0,-2650885.0,-16754779,118355640,139724193,149540554,-4287533,-7653910.0,9816361.0,9816361,31184914,20739283.0,-3425801,-6938418.0,,-14729012.0,,
AHCO,2019-09-30,-3686235.0,-3059716.0,-18956027,111930653,119528675,136451675,1026689,-10756027.0,16923000.0,16923000,24521022,6757739.0,-3686235,-2033027.0,,2862609.0,,
AHCO,2019-06-30,-3686235.0,-3059716.0,0,0,0,0,0,-10756027.0,16923000.0,0,0,6757739.0,0,-2033027.0,,2862609.0,,
MSBF,2020-03-31,533000.0,533000.0,-570000,0,3083000,4532000,346000,,1449000.0,0,4532000,2662000.0,533000,879000.0,,,421000.0,
MSBF,2019-12-31,1251000.0,1251000.0,160000,0,3066000,4772000,444000,,1706000.0,0,4772000,2648000.0,1251000,1695000.0,,,418000.0,
MSBF,2019-09-30,1116000.0,1116000.0,0,0,2919000,4540000,505000,,1621000.0,0,4540000,2529000.0,1116000,1621000.0,,,390000.0,
MSBF,2019-06-30,1222000.0,1222000.0,-42000,0,2864000,4615000,487000,,1751000.0,0,4615000,2569000.0,1222000,1709000.0,,,295000.0,
VNO,2020-03-31,4912000.0,-104503000.0,-179620000,230078000,375705000,463635000,12813000,-58842000.0,87930000.0,87930000,233557000,52834000.0,17494000,-91690000.0,,1079984000.0,,
VNO,2019-12-31,193199000.0,160621000.0,59174000,226633000,359350000,483694000,22897000,-59683000.0,124344000.0,124344000,257061000,39791000.0,205750000,183518000.0,,1467863000.0,,
VNO,2019-09-30,322873000.0,363857000.0,253444000,227935000,357609000,491907000,23885000,-61448000.0,134298000.0,134298000,263972000,33237000.0,335438000,387742000.0,,1489517000.0,,
VNO,2019-06-30,2399956000.0,2596633000.0,2510460000,220982000,372889000,485976000,26914000,-63029000.0,113087000.0,113087000,264994000,38872000.0,2412727000,2623547000.0,,1497652000.0,,
CSBR,2020-01-31,407000.0,407000.0,-14000,4325000,8579000,9012000,12000,,433000.0,433000,4687000,2863000.0,407000,419000.0,1391000.0,,,
CSBR,2019-10-31,307000.0,307000.0,27000,3881000,7334000,7625000,11000,,291000.0,291000,3744000,2112000.0,307000,318000.0,1341000.0,,,
CSBR,2019-07-31,-641000.0,-641000.0,-12000,3752000,7351000,6737000,15000,,-614000.0,-614000,2985000,2296000.0,-641000,-626000.0,1303000.0,,,
CSBR,2019-04-30,-253000.0,-253000.0,-34000,4302000,7835000,7719000,103000,,-116000.0,-116000,3417000,2285000.0,-253000,-150000.0,1248000.0,,,
EXPI,2020-03-31,165000.0,141000.0,-59000,243406000,271210000,271421000,11000,,211000.0,211000,28015000,27804000.0,165000,152000.0,,224000.0,,
EXPI,2019-12-31,811213.0,782307.0,-83692,249612194,272899730,274019325,253596,,1119595.0,1119595,24407131,23287536.0,811213,1035903.0,,160594.0,,
EXPI,2019-09-30,-1847363.0,-1847363.0,-172875,259140641,283821594,282179339,32233,,-1642255.0,-1642255,23038698,24680953.0,-1847363,-1815130.0,,160594.0,,
EXPI,2019-06-30,-2195741.0,-2195741.0,9743,244586510,268861974,266704945,48455,,-2157029.0,-2157029,22118435,24275464.0,-2195741,-2147286.0,,160594.0,,
ACRX,2020-03-31,-15925000.0,-15925000.0,-1877000,2923000,14434000,386000,0,-855000.0,-14048000.0,-14048000,-2537000,11511000.0,-15925000,-15925000.0,,,,
ACRX,2019-12-31,-14423000.0,-14423000.0,569000,2681000,15467000,475000,0,-831000.0,-14992000.0,-14992000,-2206000,12786000.0,-14423000,-14423000.0,,,,
ACRX,2019-09-30,-12731000.0,-12731000.0,803000,3206000,14142000,608000,0,-828000.0,-13534000.0,-13534000,-2598000,10936000.0,-12731000,-12731000.0,,,,
ACRX,2019-06-30,-12412000.0,-12412000.0,952000,2973000,14302000,941000,3000,-500000.0,-13361000.0,-13361000,-2032000,11329000.0,-12412000,-12409000.0,,,,
MRO,2020-03-31,-46000000.0,-46000000.0,-162000000,304000000,918000000,1031000000,-3000000,-64000000.0,113000000.0,113000000,727000000,76000000.0,-46000000,-49000000.0,,,-136000000.0,
MRO,2019-12-31,-20000000.0,-20000000.0,-52000000,312000000,1192000000,1241000000,17000000,-103000000.0,49000000.0,49000000,929000000,99000000.0,-20000000,-3000000.0,,,123000000.0,
MRO,2019-09-30,165000000.0,165000000.0,-21000000,301000000,1059000000,1255000000,10000000,-64000000.0,196000000.0,196000000,954000000,80000000.0,165000000,175000000.0,,,34000000.0,
MRO,2019-06-30,161000000.0,161000000.0,-41000000,363000000,1160000000,1394000000,32000000,-64000000.0,234000000.0,234000000,1031000000,85000000.0,161000000,193000000.0,,,63000000.0,
PGR,2020-03-31,686000000.0,699100000.0,-48000000,8347900000,8395400000,9318100000,175600000,-48000000.0,922700000.0,922700000,970200000,,692700000,874700000.0,,225600000.0,47500000.0,
PGR,2019-12-31,1064000000.0,1074600000.0,-47400000,9301700000,9348500000,10734800000,264300000,-47400000.0,1386300000.0,1386300000,1433100000,,1070800000,1338900000.0,,225600000.0,46800000.0,
PGR,2019-09-30,835000000.0,843600000.0,-47500000,8418100000,8466800000,9524600000,166700000,-47500000.0,1057800000.0,1057800000,1106500000,,841700000,1010300000.0,,222900000.0,48700000.0,
PGR,2019-06-30,972700000.0,979000000.0,-47400000,8108200000,8153500000,9444500000,264600000,-47400000.0,1291000000.0,1291000000,1336300000,,979400000,1243600000.0,,220100000.0,45300000.0,
NBRV,2020-03-31,-23259000.0,-23259000.0,-2919000,4952000,20977000,789000,152000,-1024000.0,-20188000.0,-20188000,-4163000,16025000.0,-23259000,-23107000.0,,,,
NBRV,2019-12-31,-23045000.0,-23045000.0,-954000,5257000,22403000,333000,21000,-1132000.0,-22070000.0,-22070000,-4924000,17146000.0,-23045000,-23024000.0,,,,
NBRV,2019-09-30,-17795000.0,-17795000.0,-625000,5616000,24119000,6920000,-29000,-709000.0,-17199000.0,-17199000,1304000,18503000.0,-17795000,-17824000.0,,,,
NBRV,2019-06-30,-21707000.0,-21707000.0,-776000,8074000,21501000,525000,-45000,-904000.0,-20976000.0,-20976000,-7549000,13427000.0,-21707000,-21752000.0,,,,
STAR,2020-03-31,-21450000.0,-12885000.0,-52215000,103560000,152391000,191781000,60000,-43392000.0,39390000.0,39390000,88221000,34271000.0,-15576000,-12825000.0,,191951000.0,74000.0,
STAR,2019-12-31,-46260000.0,-36022000.0,-60873000,69413000,110505000,135471000,115000,-47068000.0,24966000.0,24966000,66058000,26097000.0,-38137000,-35907000.0,,197538000.0,322000.0,
STAR,2019-09-30,-7343000.0,3626000.0,-34846000,67483000,106199000,144755000,84000,-46522000.0,38556000.0,38556000,77272000,24110000.0,781000,3710000.0,,196507000.0,407000.0,
STAR,2019-06-30,362715000.0,373691000.0,356085000,31384000,84288000,102108000,214000,-43752000.0,17820000.0,17820000,70724000,27303000.0,370839000,373905000.0,,197564000.0,11883000.0,
BCC,2020-03-31,12200000.0,12200000.0,-25622000,992270000,1128705000,1170534000,4007000,-8735000.0,41829000.0,41829000,178264000,115934000.0,12200000,16207000.0,,,169000.0,
