stock,endDate,capitalExpenditures,changeToNetincome,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,otherCashflowsFromFinancingActivities
DNKN,2019-06-29,-17054000.0,11547000.0,-18458000.0,,-31010000.0,1472000.0,10659000.0,69069000.0,-40000.0,-10000000.0,24499000.0,59622000,2472000.0,-28948000.0,16462000.0,-15582000.0,5937000,12915000.0,,-17315000.0
BWXT,2020-03-31,-64768000.0,2354000.0,-38033000.0,,-18596000.0,,15614000.0,-6447000.0,-1419000.0,-24998000.0,-8858000.0,75499000,-61055000.0,77781000.0,116393000.0,-78773000.0,-21158000,1254000.0,2169000.0,3728000.0
BWXT,2019-12-31,-59495000.0,13415000.0,45545000.0,,-16207000.0,,15694000.0,188367000.0,339000.0,-248000.0,72391000.0,61449000,24499000.0,-58721000.0,-43632000.0,-57594000.0,26468000,1313000.0,1901000.0,53000.0
BWXT,2019-09-30,-46928000.0,1296000.0,-45872000.0,,-16191000.0,,15195000.0,43935000.0,-454000.0,-288000.0,-21515000.0,74810000,-9481000.0,-18263000.0,-3549000.0,-46733000.0,6933000,1733000.0,4000.0,32000.0
BWXT,2019-06-30,-31182000.0,1239000.0,-24790000.0,,-16179000.0,,15711000.0,64789000.0,343000.0,-80000.0,11802000.0,58878000,17915000.0,-22167000.0,-6357000.0,-31163000.0,9579000,577000.0,2000.0,-128000.0
FWRD,2020-03-31,-3172000.0,5040000.0,6102000.0,,-5050000.0,,10629000.0,29166000.0,,-17931000.0,12496000.0,8375000,907000.0,41683000.0,64664000.0,-58353000.0,-3406000,,,
FWRD,2019-12-31,-1107000.0,3958000.0,6265000.0,,-5073000.0,,8203000.0,41288000.0,,-8298000.0,29925000.0,24167000,-1625000.0,-11449000.0,-418000.0,86000.0,-5390000,,,
FWRD,2019-09-30,-10504000.0,8563000.0,-3939000.0,,-5088000.0,,10528000.0,45967000.0,,-9551000.0,20047000.0,22195000,511000.0,-4245000.0,9609000.0,-21675000.0,8483000,,,
FWRD,2019-06-30,-12508000.0,6354000.0,-4834000.0,,-5144000.0,,10681000.0,30238000.0,,-24485000.0,-27388000.0,22330000,-7683000.0,-18989000.0,9931000.0,-38637000.0,10203000,,,
NTWK,2020-03-31,-225286.0,879497.0,-5670734.0,,,-65000.0,943672.0,-3381808.0,-2588533.0,,-6340256.0,1000807,-616003.0,-80925.0,-80925.0,-288990.0,80952,,,
NTWK,2019-12-31,-464874.0,307443.0,2632371.0,,,-100000.0,949831.0,3526847.0,1270066.0,,4462205.0,585975,70612.0,198600.0,2119218.0,-533308.0,-1019385,,,
NTWK,2019-09-30,-321125.0,-118127.0,3078012.0,,,-435000.0,922052.0,266080.0,879857.0,,255015.0,-1827947,-278677.0,-135755.0,-147376.0,-755167.0,-1509233,,,
NTWK,2019-06-30,-136256.0,1746424.0,-2030860.0,,,-400000.0,1072898.0,5188592.0,-3356226.0,,351774.0,3497621,328781.0,-542500.0,-291555.0,-938092.0,573728,,,
MJCO,2020-03-31,,,,,,,,,,,,3615000,,,,,0,,,
MJCO,2019-12-31,,,,,,,,,,,,3875000,,,,,6279000,,,
MJCO,2019-09-30,,,,,,,,,,,,908000,,,,,-491000,,,
MJCO,2019-06-30,,,,,,,,,,,,1282000,,,,,1413000,,,
HST,2020-03-31,,1000000.0,,,-143200000.0,,164000000.0,157000000.0,-8000000.0,-147000000.0,1212000000.0,-3000000,-7000000.0,1166000000.0,1500000000.0,-103000000.0,0,,-1000000.0,-8000000.0
HST,2019-12-31,,80000000.0,,,-105800000.0,,161000000.0,336000000.0,2000000.0,-87000000.0,-465000000.0,80000000,14000000.0,-935000000.0,-650000000.0,132000000.0,0,,-1000000.0,-55000000.0
HST,2019-09-30,,-272000000.0,,,-146000000.0,,165000000.0,290000000.0,-2000000.0,-195000000.0,905000000.0,368000000,27000000.0,231000000.0,589000000.0,386000000.0,0,,-2000000.0,-17000000.0
HST,2019-06-30,,-47000000.0,,,-185200000.0,,166000000.0,417000000.0,1000000.0,-200000000.0,36000000.0,286000000,11000000.0,-350000000.0,589000000.0,-32000000.0,0,,-2000000.0,-2000000.0
GRNQ,2020-03-31,,-29432.0,63470.0,,,,140218.0,-572935.0,-2364.0,,-577525.0,-243215,-96104.0,22661.0,-35856.0,-24887.0,-401307,,,58517.0
GRNQ,2019-12-31,,-60190.0,-89057.0,,,,385051.0,-192155.0,-13588.0,,398847.0,-569407,-153372.0,380054.0,343643.0,224536.0,340817,,,36411.0
GRNQ,2019-09-30,,-80082.0,41211.0,,,,60421.0,-241911.0,-12435.0,,-284174.0,-187852,217224.0,-29895.0,-33795.0,67.0,-292848,,,3900.0
GRNQ,2019-06-30,,-76438.0,62945.0,,,,65300.0,-375727.0,-2160.0,,-310249.0,-36136,280462.0,70003.0,-34698.0,-2365.0,-671843,,,104701.0
PKE,2020-03-01,-2483000.0,1116000.0,-1573000.0,-1112000.0,-2071000.0,,402000.0,2929000.0,,,-1270000.0,2384000,9119000.0,-22555000.0,,18356000.0,1566000,16000.0,20839000.0,
PKE,2019-12-01,-2109000.0,193000.0,-1573000.0,-1112000.0,-2051000.0,,409000.0,3264000.0,,,-18551000.0,2446000,216000.0,-2015000.0,,-19800000.0,0,36000.0,-17691000.0,
PKE,2019-09-01,-394000.0,113000.0,-1573000.0,-1112000.0,-2050000.0,,367000.0,-3623000.0,,,-24736000.0,2135000,-6238000.0,-1756000.0,,-19357000.0,0,294000.0,-18963000.0,
PKE,2019-06-02,-1860000.0,165000.0,-1573000.0,-1112000.0,-2049000.0,,366000.0,2648000.0,,,-21040000.0,2587000,-470000.0,-1978000.0,,-21710000.0,0,71000.0,-19850000.0,
TRU,2020-03-31,-42000000.0,13100000.0,-40600000.0,,-14700000.0,900000.0,90300000.0,125500000.0,-18700000.0,-32100000.0,31600000.0,70200000,-20800000.0,-49700000.0,-13800000.0,-25500000.0,12300000,10900000.0,14000000.0,
TRU,2019-12-31,-66400000.0,30100000.0,20500000.0,,-14200000.0,900000.0,90700000.0,196300000.0,4400000.0,-1500000.0,38200000.0,82800000,-24000000.0,-113700000.0,-84200000.0,-48800000.0,-5100000,2000000.0,17700000.0,
TRU,2019-09-30,-44100000.0,3900000.0,19400000.0,,-14500000.0,-39300000.0,88700000.0,279400000.0,-5200000.0,-800000.0,41200000.0,91700000,69500000.0,-185700000.0,-180000000.0,-47300000.0,4700000,9600000.0,-3900000.0,
TRU,2019-06-30,-46100000.0,-9900000.0,-21200000.0,,-13700000.0,36800000.0,89200000.0,177200000.0,900000.0,-100000.0,-6200000.0,101500000,9900000.0,-127400000.0,-115100000.0,-56900000.0,6100000,2700000.0,-1700000.0,
AMAL,2020-03-31,-844000.0,16037000.0,,,-2517000.0,3375000.0,1662000.0,17544000.0,,-7001000.0,140198000.0,9545000,-11806000.0,351034000.0,-75000000.0,-228380000.0,0,,-145682000.0,435552000.0
AMAL,2019-12-31,-844000.0,16037000.0,,,-2517000.0,3375000.0,1662000.0,17544000.0,,-7001000.0,140198000.0,12008000,-11806000.0,351034000.0,-75000000.0,-228380000.0,0,,-145682000.0,435552000.0
AMAL,2019-09-30,-844000.0,16037000.0,,,-2517000.0,3375000.0,1662000.0,17544000.0,,-7001000.0,140198000.0,13195000,-11806000.0,351034000.0,-75000000.0,-228380000.0,0,,-145682000.0,435552000.0
AMAL,2019-06-30,-844000.0,16037000.0,,,-2517000.0,3375000.0,1662000.0,17544000.0,,-7001000.0,140198000.0,11185000,-11806000.0,351034000.0,-75000000.0,-228380000.0,0,,-145682000.0,435552000.0
CARE,2020-03-31,,,,,,,,,,,,4423000,,,,,0,,,
CARE,2019-12-31,,,,,,,,,,,,3606000,,,,,0,,,
CARE,2019-09-30,,,,,,,,,,,,7601000,,,,,0,,,
CARE,2019-06-30,,,,,,,,,,,,7827000,,,,,0,,,
CBTX,2020-03-31,-143000.0,5702000.0,,,-2501000.0,,1345000.0,10392000.0,,-5395000.0,-87166000.0,7541000,-4196000.0,-67105000.0,930000.0,-30453000.0,0,16000.0,1850000.0,-60155000.0
CBTX,2019-12-31,-487000.0,-70000.0,,,-2527000.0,,1367000.0,11887000.0,,-220000.0,82665000.0,12636000,-2046000.0,34591000.0,-70723000.0,36187000.0,0,16000.0,-1105000.0,108061000.0
CBTX,2019-09-30,-610000.0,145000.0,,,-2492000.0,,1322000.0,19606000.0,,-4000.0,22623000.0,13076000,5063000.0,33327000.0,30403000.0,-30310000.0,0,16000.0,5090000.0,5420000.0
CBTX,2019-06-30,-738000.0,-3072000.0,,,-2493000.0,,1366000.0,14582000.0,,-17000.0,-9739000.0,14315000,1973000.0,74610000.0,89205000.0,-98931000.0,0,7000.0,-5325000.0,-12092000.0
CTT,2020-03-31,-2712000.0,5004000.0,1619000.0,,-6564000.0,,6992000.0,11259000.0,,-3017000.0,-1075000.0,-4249000,-683000.0,-30885000.0,-20850000.0,18551000.0,2576000,,400000.0,-454000.0
CTT,2019-12-31,-3120000.0,13853000.0,-3480000.0,,-6555000.0,,8588000.0,4429000.0,,-3017000.0,-5587000.0,-11804000,-1281000.0,-6707000.0,-20850000.0,-3309000.0,-1447000,,-189000.0,-152000.0
CTT,2019-09-30,-834000.0,21424000.0,1972000.0,,-6555000.0,,8282000.0,11308000.0,,-595000.0,6257000.0,-20557000,140000.0,-27229000.0,-20064000.0,22178000.0,47000,,3172000.0,-15000.0
CTT,2019-06-30,-938000.0,35308000.0,-1328000.0,,-6578000.0,,5945000.0,11958000.0,,-1405000.0,8397000.0,-30565000,1398000.0,-7985000.0,-20064000.0,4424000.0,1200000,,51000.0,-2000.0
MKTX,2020-03-31,-4291000.0,11447000.0,-31640000.0,,-23244000.0,,9712000.0,120369000.0,-3360000.0,-26658000.0,91744000.0,74816000,-18413000.0,-49822000.0,,24557000.0,16392000,80000.0,36159000.0,
MKTX,2019-12-31,-3609000.0,7162000.0,12517000.0,,-18998000.0,,7121000.0,89141000.0,2272000.0,-13365000.0,-47389000.0,50273000,2175000.0,-32041000.0,,-106761000.0,259000,322000.0,2875000.0,
MKTX,2019-09-30,-2569000.0,7568000.0,-6596000.0,,-18910000.0,,8169000.0,67692000.0,-1282000.0,-8980000.0,34329000.0,54002000,14621000.0,-27527000.0,,-4554000.0,-1202000,363000.0,4548000.0,
MKTX,2019-06-30,-5465000.0,5829000.0,4570000.0,,-18911000.0,,7889000.0,69733000.0,-922000.0,-3744000.0,25208000.0,48105000,3474000.0,-22305000.0,,-21298000.0,3152000,350000.0,-11724000.0,
INTC,2020-03-28,-3268000000.0,583000000.0,-796000000.0,-548000000.0,-1408000000.0,-363000000.0,3050000000.0,6158000000.0,,-4229000000.0,7186000000.0,5661000000,-2575000000.0,4764000000.0,9172000000.0,-3736000000.0,30000000,503000000.0,-105000000.0,726000000.0
INTC,2019-12-28,-4666000000.0,-772000000.0,-779000000.0,-105000000.0,-1362000000.0,1290000000.0,2968000000.0,9888000000.0,,-3523000000.0,259000000.0,6905000000,1361000000.0,-5144000000.0,758000000.0,-4485000000.0,-140000000,503000000.0,-62000000.0,-1017000000.0
INTC,2019-09-28,-4672000000.0,136000000.0,-646000000.0,67000000.0,-1386000000.0,-617000000.0,2679000000.0,10711000000.0,,-4521000000.0,1068000000.0,5990000000,1968000000.0,-5733000000.0,-557000000.0,-3910000000.0,67000000,492000000.0,1379000000.0,239000000.0
INTC,2019-06-29,-3554000000.0,644000000.0,725000000.0,-931000000.0,-1414000000.0,273000000.0,2554000000.0,7587000000.0,,-3049000000.0,-287000000.0,4179000000,852000000.0,-4586000000.0,-257000000.0,-3288000000.0,19000000,15000000.0,-7000000.0,119000000.0
DTIL,2020-03-31,-1103000.0,3105000.0,-2894000.0,,,,2390000.0,-25910000.0,,,-26699000.0,-26836000,1730000.0,314000.0,,-1103000.0,-3405000,451000.0,,-137000.0
DTIL,2019-12-31,-5529000.0,2621000.0,-714000.0,,,,1809000.0,-20556000.0,,,-25379000.0,-20916000,2848000.0,706000.0,,-5529000.0,-6204000,821000.0,,-115000.0
DTIL,2019-09-30,-5918000.0,2491000.0,-714000.0,,,,1401000.0,-13977000.0,,,-19834000.0,-20742000,203000.0,61000.0,,-5918000.0,2670000,61000.0,,-115000.0
DTIL,2019-06-30,-8137000.0,-649000.0,5907000.0,,,,1168000.0,-16575000.0,,,109600000.0,-19436000,2528000.0,134312000.0,,-8137000.0,-6093000,135457000.0,,-1145000.0
CCXI,2020-03-31,-868000.0,4785000.0,8000.0,,,,440000.0,-27446000.0,,-3480000.0,20257000.0,-21687000,-6195000.0,15675000.0,4358000.0,32028000.0,-4797000,14797000.0,32896000.0,
CCXI,2019-12-31,-325000.0,2994000.0,-176000.0,,,,426000.0,-20230000.0,,-139000.0,3257000.0,-15528000,1708000.0,16881000.0,4358000.0,6606000.0,-9654000,17020000.0,6931000.0,
CCXI,2019-09-30,-229000.0,2606000.0,-176000.0,,,,417000.0,-16732000.0,,-139000.0,-1743000.0,-12862000,3725000.0,233000.0,4358000.0,14756000.0,-10618000,233000.0,14985000.0,
CCXI,2019-06-30,-190000.0,2273000.0,167000.0,,,,419000.0,-14875000.0,,-139000.0,-40588000.0,-15150000,2847000.0,3031000.0,4358000.0,-28744000.0,-5431000,3031000.0,-28554000.0,
EME,2020-03-31,-12035000.0,10322000.0,,,-4500000.0,,26514000.0,-78813000.0,-4678000.0,-101540000.0,-11793000.0,75665000,-191314000.0,86119000.0,191174000.0,-14421000.0,0,1638000.0,,-653000.0
EME,2019-12-31,-12603000.0,3544000.0,,,-4492000.0,,25175000.0,178779000.0,4639000.0,-2680000.0,-9887000.0,86924000,186331000.0,37077000.0,44988000.0,-230382000.0,17339000,1589000.0,,-2328000.0
EME,2019-09-30,-13374000.0,4060000.0,,,-4491000.0,,22352000.0,219119000.0,-1872000.0,-36000.0,154039000.0,81834000,110873000.0,-34081000.0,-30005000.0,-29127000.0,0,1532000.0,,-1081000.0
EME,2019-06-30,-9342000.0,3235000.0,,,-4487000.0,,22365000.0,15237000.0,-1473000.0,-36000.0,-38493000.0,83972000,-94335000.0,-10435000.0,-4899000.0,-41822000.0,0,1646000.0,,-2695000.0
MCS,2020-03-26,-9978000.0,8313000.0,14700000.0,,-5145000.0,-206000.0,19033000.0,-16618000.0,,-226000.0,105649000.0,-19352000,-12792000.0,132448000.0,138188000.0,-10181000.0,-22047000,45000.0,,-414000.0
MCS,2019-12-26,-13989000.0,17559000.0,-5899000.0,,-4833000.0,6008000.0,15093000.0,55521000.0,,-226000.0,13081000.0,7802000,12095000.0,-34665000.0,-30053000.0,-7775000.0,17257000,221000.0,,-414000.0
MCS,2019-09-26,-19637000.0,794000.0,4506000.0,,-4832000.0,-93000.0,19226000.0,26228000.0,,-431000.0,-3942000.0,14289000,-3025000.0,-9785000.0,-4872000.0,-20385000.0,-12542000,440000.0,,-90000.0
MCS,2019-06-27,-16736000.0,1616000.0,-7743000.0,,-4830000.0,-2971000.0,18273000.0,51710000.0,,-431000.0,3225000.0,18066000,7540000.0,-28785000.0,-24435000.0,-19700000.0,8372000,515000.0,,-35000.0
DRH,2020-03-31,,14391000.0,,,-25557000.0,10663000.0,30158000.0,10263000.0,,-11248000.0,255105000.0,-34559000,15614000.0,284537000.0,321543000.0,-39695000.0,-15794000,,,-201000.0
DRH,2019-12-31,,-120006000.0,,,-25301000.0,133529000.0,28649000.0,57581000.0,,-33000.0,103490000.0,134053000,11986000.0,-29164000.0,-3821000.0,75073000.0,2446000,,,-9000.0
DRH,2019-09-30,,8431000.0,,,-25193000.0,133529000.0,29534000.0,54806000.0,,-2954000.0,-13163000.0,11529000,2993000.0,-16454000.0,16489000.0,-51515000.0,1847000,,,-4796000.0
DRH,2019-06-30,,2881000.0,,,-25448000.0,133529000.0,31590000.0,59040000.0,,-10032000.0,6087000.0,28960000,-14440000.0,6046000.0,41526000.0,-58999000.0,9571000,,,-4796000.0
UVSP,2020-03-31,-379000.0,11819000.0,,,-5879000.0,,2897000.0,11052000.0,,-4438000.0,57774000.0,838000,-1750000.0,97282000.0,59735000.0,-50560000.0,0,666000.0,12187000.0,47198000.0
UVSP,2019-12-31,-799000.0,-3395000.0,,,-5861000.0,,2294000.0,19236000.0,,-269000.0,-100206000.0,15510000,3900000.0,6399000.0,-10290000.0,-125841000.0,0,762000.0,9798000.0,22057000.0
UVSP,2019-09-30,-215000.0,-582000.0,,,-5857000.0,,2232000.0,22355000.0,,-601000.0,140767000.0,17662000,2381000.0,179866000.0,-30380000.0,-61454000.0,0,848000.0,22974000.0,215856000.0
UVSP,2019-06-30,-582000.0,903000.0,,,-5854000.0,,1899000.0,14502000.0,,-225000.0,18426000.0,16468000,-4556000.0,104762000.0,-8835000.0,-100838000.0,0,734000.0,331000.0,118942000.0
SLRX,2020-03-31,,-244661.0,-591129.0,,,,4233.0,-3708034.0,,,5908040.0,-2083816,660341.0,9616074.0,-249653.0,,-1453002,9865727.0,,
SLRX,2019-12-31,,-8588.0,-591129.0,,,,4234.0,-2636558.0,,,-260776.0,-1882821,215235.0,2375782.0,-246825.0,,-964618,2622607.0,,
SLRX,2019-09-30,,-482094.0,690.0,,,,-106241.0,-5541822.0,,,-138810.0,-2627721,149129.0,-204896.0,-171060.0,,-2476754,1508179.0,,
SLRX,2019-06-30,,-482094.0,690.0,,,,-106241.0,-5541822.0,,,-138810.0,0,149129.0,-204896.0,-171060.0,,0,1508179.0,,
VREX,2020-04-03,-6100000.0,5700000.0,-3800000.0,-13100000.0,,,9700000.0,900000.0,100000.0,-1800000.0,-5800000.0,-1900000,-3900000.0,-100000.0,1800000.0,-6700000.0,7600000,400000.0,-600000.0,-500000.0
VREX,2020-01-03,-8100000.0,3400000.0,18500000.0,-21100000.0,,,9400000.0,23000000.0,-300000.0,-1800000.0,100000.0,-1300000,-1100000.0,-12000000.0,-14800000.0,-10600000.0,14600000,2900000.0,-1300000.0,-100000.0
VREX,2019-09-27,-6500000.0,1800000.0,-10300000.0,15100000.0,,,4600000.0,22900000.0,-300000.0,-1800000.0,1300000.0,8100000,11000000.0,-14800000.0,-14900000.0,-6800000.0,-8000000,600000.0,-300000.0,-500000.0
VREX,2019-06-28,-5700000.0,7800000.0,-4300000.0,200000.0,,,8700000.0,16100000.0,-100000.0,-1800000.0,-2500000.0,-1400000,6100000.0,60300000.0,58300000.0,-78800000.0,-1600000,2000000.0,-3600000.0,-500000.0
SOLY,2020-03-31,-10099.0,709099.0,,,,,70767.0,-4321800.0,,,-4331899.0,-3270503,-1481622.0,,,-10099.0,-349541,,,
SOLY,2019-12-31,-790732.0,625867.0,,,,,70642.0,-1571560.0,,,3367784.0,-3275101,-223238.0,,,-798767.0,1230270,,,
SOLY,2019-09-30,-790732.0,659339.0,,,,,73347.0,-2679766.0,,,-2678527.0,-4294897,360025.0,,,-112.0,522420,,,
SOLY,2019-06-30,-35734.0,684473.0,,,,,43045.0,-2276410.0,,,6326478.0,-2973534,150101.0,,,-39063.0,-180495,,,
SLGG,2020-03-31,-4000.0,702000.0,-76000.0,,,,525000.0,-3388000.0,,,-3671000.0,-5134000,-560000.0,,,-283000.0,1155000,,,
SLGG,2019-12-31,-17000.0,951000.0,28000.0,,,,205000.0,-3504000.0,,,-4144000.0,-4688000,523000.0,,,-640000.0,-523000,,,
SLGG,2019-09-30,-23000.0,737000.0,138000.0,,,,172000.0,-3259000.0,,,-3594000.0,-4417000,-254000.0,,,-335000.0,365000,,,
SLGG,2019-06-30,-15000.0,1799000.0,-140000.0,,,,150000.0,-3561000.0,,,-5306000.0,-5505000,12000.0,,,-1765000.0,123000,,,
FVRR,2020-03-31,-131000.0,2685000.0,448000.0,,,52000.0,965000.0,302000.0,-301000.0,,4039000.0,-6155000,1933000.0,4100000.0,-120000.0,-62000.0,426000,4220000.0,302000.0,
FVRR,2019-12-31,-181000.0,1282000.0,-232000.0,,,-29000.0,893000.0,-2908000.0,100000.0,,1430000.0,-7439000,-2410000.0,-375000.0,-123000.0,4613000.0,4998000,4220000.0,5039000.0,
FVRR,2019-09-30,-376000.0,2669000.0,-60000.0,,,111000.0,961000.0,-2685000.0,-16000.0,,-6371000.0,-8434000,4565000.0,-3242000.0,-119000.0,-428000.0,-2386000,32000.0,36000.0,
FVRR,2019-06-30,-282000.0,2332000.0,-44000.0,,,111000.0,910000.0,-3354000.0,-7000.0,,-5524000.0,-9353000,2436000.0,117731000.0,-116000.0,-119894000.0,365000,117847000.0,-119391000.0,
ALB,2020-03-31,-214529000.0,-23574000.0,,,-38982000.0,,53694000.0,155054000.0,-31084000.0,-3825000.0,-59882000.0,107204000,17730000.0,51016000.0,98128000.0,-234868000.0,0,10195000.0,2233000.0,-14500000.0
ALB,2019-12-31,-243340000.0,51331000.0,,,-38883000.0,,56766000.0,373736000.0,-1758000.0,-257000.0,295287000.0,90391000,252006000.0,987442000.0,1064045000.0,-1064133000.0,-12234000,10195000.0,-793000.0,-37463000.0
ALB,2019-09-30,-192830000.0,3142000.0,,,-39008000.0,,54487000.0,146350000.0,-27407000.0,-204000.0,-80360000.0,155070000,-66349000.0,-6722000.0,49131000.0,-192581000.0,0,1609000.0,249000.0,-18250000.0
ALB,2019-06-30,-199494000.0,37525000.0,,,-38926000.0,,52948000.0,144372000.0,1543000.0,-315000.0,-67091000.0,154198000,-100299000.0,-13290000.0,64829000.0,-199716000.0,0,529000.0,-222000.0,-39407000.0
AEF,2019-12-31,,,,,,,,,,,,11939210,,,,,0,,,
AEF,2019-09-30,,,,,,,,,,,,11939210,,,,,0,,,
AEF,2019-06-30,,,,,,,,,,,,27311097,,,,,0,,,
AEF,2019-03-31,,,,,,,,,,,,27311097,,,,,0,,,
FB,2020-03-31,-3558000000.0,1818000000.0,2046000000.0,,,-42000000.0,1597000000.0,11001000000.0,-222000000.0,-1940000000.0,4648000000.0,4902000000,698000000.0,-2022000000.0,-180000000.0,-4109000000.0,-60000000,,-476000000.0,98000000.0
FB,2019-12-31,-4100000000.0,874000000.0,-1697000000.0,,,63000000.0,1468000000.0,9083000000.0,178000000.0,-1923000000.0,3199000000.0,7349000000,937000000.0,-2026000000.0,-104000000.0,-4036000000.0,152000000,,509000000.0,1000000.0
FB,2019-09-30,-3532000000.0,1453000000.0,-328000000.0,,,-10000000.0,1416000000.0,9307000000.0,-156000000.0,-1739000000.0,2082000000.0,6091000000,555000000.0,-2019000000.0,-285000000.0,-5050000000.0,120000000,,-1508000000.0,5000000.0
FB,2019-06-30,-3633000000.0,1312000000.0,-1006000000.0,,,-64000000.0,1502000000.0,8616000000.0,26000000.0,-1752000000.0,2801000000.0,2616000000,4128000000.0,-1831000000.0,-84000000.0,-4010000000.0,64000000,,-313000000.0,5000000.0
GLT,2020-03-31,-7014000.0,657000.0,-7203000.0,-3688000.0,-5752000.0,,12902000.0,-5919000.0,-937000.0,,-20717000.0,7406000,-4535000.0,-6847000.0,-637000.0,-7014000.0,-11605000,,,-458000.0
GLT,2019-12-31,-9748000.0,51020000.0,-42000.0,6341000.0,-5742000.0,,12706000.0,86048000.0,1525000.0,,69155000.0,-44882000,45074000.0,-10096000.0,-3519000.0,-8322000.0,15684000,,,-835000.0
GLT,2019-09-30,-7384000.0,-7927000.0,11573000.0,-4215000.0,-5742000.0,,12594000.0,29139000.0,-1503000.0,,-1899000.0,12224000,6627000.0,-22325000.0,-16583000.0,-7210000.0,-1882000,,,-835000.0
GLT,2019-06-30,-4768000.0,432000.0,-6640000.0,-6280000.0,-5732000.0,,12732000.0,2995000.0,367000.0,,-17721000.0,5831000,2307000.0,-16742000.0,-10486000.0,-4341000.0,-5531000,,,-524000.0
NVEE,2020-03-28,-4525000.0,3345000.0,-1711000.0,,,,11040000.0,13603000.0,,,6501000.0,4188000,-6092000.0,-3002000.0,-2116000.0,-4100000.0,1248000,,,-886000.0
NVEE,2019-12-28,-815000.0,-283000.0,-2685000.0,,,,9689000.0,18343000.0,,,400000.0,3576000,3480000.0,301882000.0,305547000.0,-319825000.0,4237000,,,-3665000.0
NVEE,2019-09-28,-184000.0,-1225000.0,-4305000.0,,,,9070000.0,4123000.0,,,-13011000.0,5843000,-5983000.0,-1745000.0,-1745000.0,-15389000.0,1174000,,,-3665000.0
NVEE,2019-06-29,-936000.0,4510000.0,-12022000.0,,,,8486000.0,1121000.0,,,-1378000.0,8794000,-2199000.0,4597000.0,5110000.0,-7096000.0,-2589000,,,-513000.0
PRTA,2020-03-31,-22000.0,5041000.0,-106000.0,,,,1729000.0,-23167000.0,,,-23038000.0,-23569000,-5514000.0,151000.0,,-22000.0,-748000,151000.0,,
PRTA,2019-12-31,-106000.0,4790000.0,-2000.0,,,,1733000.0,-14488000.0,,,-14581000.0,-21554000,14616000.0,13000.0,,-106000.0,-14071000,13000.0,,
PRTA,2019-09-30,-249000.0,5849000.0,-2000.0,,,,1712000.0,-8943000.0,,,-9192000.0,-19448000,-635000.0,13000.0,,-249000.0,3579000,13000.0,,
PRTA,2019-06-30,-69000.0,5688000.0,7000.0,,,,1694000.0,-12103000.0,,,-11962000.0,-15810000,-16694000.0,210000.0,,-69000.0,13012000,210000.0,,
PJT,2020-03-31,-5364000.0,51665000.0,-21982000.0,,-1217000.0,,9013000.0,-25059000.0,-3035000.0,-37318000.0,-127606000.0,18860000,-78082000.0,-71554000.0,-21539000.0,-27958000.0,-7371000,,-22594000.0,-11480000.0
PJT,2019-12-31,-2452000.0,49450000.0,29523000.0,,-1156000.0,,8717000.0,124403000.0,3089000.0,-4488000.0,107911000.0,16810000,8702000.0,-25734000.0,-4289000.0,6153000.0,9363000,,8605000.0,-15801000.0
PJT,2019-09-30,-1882000.0,38501000.0,-37041000.0,,-1141000.0,,8040000.0,63786000.0,-1182000.0,-17961000.0,23825000.0,6825000,41896000.0,-27898000.0,-4286000.0,-10881000.0,5072000,,-8999000.0,-4510000.0
PJT,2019-06-30,-2916000.0,38771000.0,-17399000.0,,-1160000.0,,8799000.0,63134000.0,-2171000.0,-26357000.0,29867000.0,4826000,32236000.0,-28180000.0,-30000.0,-2916000.0,-3414000,,-8999000.0,-633000.0
TILE,2020-04-05,-22204000.0,102594000.0,28635000.0,-22514000.0,,-90000.0,12255000.0,-15717000.0,-3114000.0,-1344000.0,-8650000.0,-102167000,-7464000.0,32475000.0,33726000.0,-22294000.0,-27056000,93000.0,,
TILE,2019-12-29,-20766000.0,5712000.0,-2000.0,14382000.0,,340000.0,12676000.0,51864000.0,1171000.0,-1344000.0,-3911000.0,16432000,-5210000.0,-36520000.0,-32276000.0,-20426000.0,7874000,93000.0,,
TILE,2019-09-29,-18955000.0,1433000.0,3709000.0,1540000.0,,52000.0,12209000.0,69472000.0,-2247000.0,-14000.0,956000.0,26210000,1725000.0,-47366000.0,-42746000.0,-18903000.0,22646000,93000.0,,
TILE,2019-06-30,-14958000.0,-3474000.0,-18366000.0,15506000.0,,77000.0,12697000.0,32133000.0,463000.0,-25791000.0,17284000.0,29499000,-514000.0,-431000.0,29223000.0,-14881000.0,-3215000,93000.0,,
